Anther	Ear	Early prophase meiocytes	Embryo	Endosperm	Leaf	Pollen	Root	Seed	Shoot apical meristem	Stalk	Silk	Tassel	Vegetative apex	maxZ	modH	tissues
zma-MIR_N156a	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	3.47439614486152	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	3.47439614486152	-1.44269502490755e-08	Endosperm
zma-MIR_N28b	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.38483647134036	0.173637385479418	-0.340427779967297	3.05432279751626	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.425090880686477	1.32312199449028	-0.425090880686477	3.05432279751626	1.44124655246431	Pollen
zma-MIR_N28a	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.38483647134036	0.173637385479418	-0.340427779967297	3.05432279751626	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.425090880686477	-0.425090880686477	1.32312199449028	-0.425090880686477	3.05432279751626	1.44124655246431	Pollen
zma-MIR_N25a	-0.293530483418512	-0.208243997557607	-0.293530483418512	-0.293530483418512	-0.293530483418512	-0.277952918244348	-0.293530483418512	-0.167159478626917	3.47087770999391	-0.293530483418512	-0.284890213755634	-0.293530483418512	-0.184387234461315	-0.293530483418512	3.47087770999391	0.574604217348205	Seed
zma-MIR_N25b	-0.293530483418512	-0.208243997557607	-0.293530483418512	-0.293530483418512	-0.293530483418512	-0.277952918244348	-0.293530483418512	-0.167159478626917	3.47087770999391	-0.293530483418512	-0.284890213755634	-0.293530483418512	-0.184387234461315	-0.293530483418512	3.47087770999391	0.574604217348205	Seed
zma-MIR_N203a	0.711798219371781	-0.233201416844439	3.32930630721834	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.364385549512264	-0.164047614623044	-0.364385549512264	3.32930630721834	1.13010116869521	Early prophase meiocytes
zma-MIR_N43a	-0.254594090850346	-0.321392331561005	-0.321392331561005	-0.321392331561005	3.44774231653579	-0.321392331561005	-0.321392331561005	-0.321392331561005	-0.321392331561005	-0.321392331561005	-0.321392331561005	-0.321392331561005	-0.0765280969832786	0.0973031869078805	3.44774231653579	0.851554568905218	Endosperm
zma-MIR_N185a	-0.0101381476314841	-0.40282267334918	0.317415013059597	-0.228426730694799	-0.323677102006211	-0.304083168396711	3.39478700976691	-0.387042312571125	-0.40282267334918	-0.0418985214310907	-0.40282267334918	-0.40282267334918	-0.40282267334918	-0.40282267334918	3.39478700976691	1.79353677170716	Pollen
zma-MIR_N187a	-0.304709343288006	-0.304709343288006	-0.304709343288006	-0.304709343288006	-0.304709343288006	3.44082949270579	-0.304709343288006	-0.304709343288006	-0.304709343288006	-0.304709343288006	-0.304709343288006	-0.304709343288006	0.215682626750285	-0.304709343288006	3.44082949270579	0.535048146763928	Leaf
zma-MIR_N191a	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	3.47439614486152	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	-0.267261241912424	3.47439614486152	-1.44269502490755e-08	Pollen
zma-MIR_N199a	0.237956983487271	-0.380830572839373	-0.126613018722887	0.165955550195741	3.39687001369112	-0.269438086986217	-0.380830572839373	-0.358086858950045	-0.380830572839373	-0.380830572839373	-0.380830572839373	-0.380830572839373	-0.380830572839373	-0.380830572839373	3.39687001369112	1.40927240626065	Endosperm
zma-MIR_N183a	0.199735644581431	-0.303562005367949	3.44300841983396	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	-0.303562005367949	3.44300841983396	0.524821324076036	Early prophase meiocytes
zma-MIR_N193a	-0.104097930064066	-0.377061694770416	0.0475132981546123	-0.183831270865561	3.42745425447932	0.0855899334181236	-0.377061694770416	-0.352973767000732	-0.377061694770416	-0.280222654728787	-0.377061694770416	-0.377061694770416	-0.377061694770416	-0.377061694770416	3.42745425447932	1.50923376770694	Endosperm
zma-MIR159h	0.379362596652664	-0.40936068663506	0.395397231877693	-0.402732059944524	-0.374155858400372	-0.402185864608489	3.33695761956761	-0.388758733187531	-0.416352412523404	-0.416352412523404	-0.406523532137133	-0.259969921931455	-0.302725865873658	-0.332600100332933	3.33695761956761	1.6775186643886	Pollen
zma-MIR159i	0.379362596652664	-0.40936068663506	0.395397231877693	-0.402732059944524	-0.374155858400372	-0.402185864608489	3.33695761956761	-0.388758733187531	-0.416352412523404	-0.416352412523404	-0.406523532137133	-0.259969921931455	-0.302725865873658	-0.332600100332933	3.33695761956761	1.6775186643886	Pollen
zma-MIR164b	-0.38004938482919	-0.271001416612617	-0.384765060638473	-0.337609699217357	-0.34228591517116	-0.109250184637456	-0.385873418572061	-0.0639806768663259	-0.0825389781228048	-0.386324811230124	-0.33851708656677	3.44931659932629	-0.216592283146912	-0.15052768371504	3.44931659932629	1.76610953270673	Silk
