xxx-m0103	zma-MIR_N18a
xxx-m0146	zma-MIR_N2a
xxx-m0209	zma-MIR_N17a
xxx-m0238	zma-MIR_N18b
xxx-m0481	zma-MIR395_N1
xxx-m0512	zma-MIR396_N1
xxx-m0519	zma-MIR_N19a
xxx-m0649	zma-MIR_N7a
xxx-m0651	zma-MIR_N7b
xxx-m0675	zma-MIR_N1a
xxx-m0697	zma-MIR395_N2
xxx-m0715	zma-MIR_N17b
xxx-m0824	zma-MIR2118_N1
xxx-m0981	zma-MIR_N19b
xxx-m10430	zma-MIR169_N1
xxx-m10451	zma-MIR_N8a
xxx-m10528	zma-MIR_N20a
xxx-m10609	zma-MIR160_N1
xxx-m10711	zma-MIR_N6a
xxx-m10809	zma-MIR_N1b
xxx-m11012	zma-MIR_N20b
xxx-m11444	zma-MIR_N3a
xxx-m11765	zma-MIR_N1c
xxx-m11853	zma-MIR_N10a
xxx-m11854	zma-MIR_N10b
xxx-m11894	zma-MIR_N21a
xxx-m12207	zma-MIR_N1d
xxx-m12542	zma-MIR_N3b
xxx-m12670	zma-MIR_N1e
xxx-m12787	zma-MIR_N3c
xxx-m13163	zma-MIR_N3d
xxx-m13243	zma-MIR_N5a
xxx-m13245	zma-MIR_N14a
xxx-m13326	zma-MIR_N15a
xxx-m13328	zma-MIR_N15b
xxx-m1339	zma-MIR_N11a
xxx-m13401	zma-MIR166_N1
xxx-m13466	zma-MIR_N5b
xxx-m13470	zma-MIR_N14b
xxx-m13549	zma-MIR_N6b
xxx-m1362	zma-MIR_N5c
xxx-m1600	zma-MIR_N12a
xxx-m1685	zma-MIR_N22a
xxx-m1706	zma-MIR_N23a
xxx-m1756	zma-MIR_N4a
xxx-m1757	zma-MIR_N24a
xxx-m1903	zma-MIR_N8b
xxx-m2025	zma-MIR_N25a
xxx-m2557	zma-MIR_N1f
xxx-m2648	zma-MIR_N22b
xxx-m2650	zma-MIR_N6c
xxx-m2658	zma-MIR_N23b
xxx-m2680	zma-MIR166_N2
xxx-m2688	zma-MIR_N3e
xxx-m2712	zma-MIR_N4b
xxx-m2825	zma-MIR_N12b
xxx-m2953	zma-MIR_N25b
xxx-m2974	zma-MIR_N12c
xxx-m3186	zma-MIR2118_N2
xxx-m3205	zma-MIR_N26a
xxx-m3209	zma-MIR_N26b
xxx-m3259	zma-MIR_N13a
xxx-m3370	zma-MIR_N2b
xxx-m3489	zma-MIR_N1g
xxx-m3494	zma-MIR_N6d
xxx-m3533	zma-MIR_N27a
xxx-m3551	zma-MIR_N7c
xxx-m3746	zma-MIR_N9a
xxx-m3810	zma-MIR395_N3
xxx-m3812	zma-MIR395_N4
xxx-m3815	zma-MIR395_N5
xxx-m4006	zma-MIR_N9b
xxx-m4088	zma-MIR_N13b
xxx-m4208	zma-MIR_N28a
xxx-m4372	zma-MIR_N2c
xxx-m4577	zma-MIR_N9c
xxx-m4809	zma-MIR_N3f
xxx-m5203	zma-MIR_N4c
xxx-m5334	zma-MIR156_N1
xxx-m5427	zma-MIR_N1h
xxx-m5474	zma-MIR_N3g
xxx-m5718	zma-MIR_N13c
xxx-m5842	zma-MIR_N4d
xxx-m6046	zma-MIR_N38a
xxx-m6089	zma-MIR_N27b
xxx-m6114	zma-MIR_N10c
xxx-m6141	zma-MIR169_N2
xxx-m6252	zma-MIR_N29a
xxx-m6385	zma-MIR_N3h
xxx-m6395	zma-MIR_N1i
xxx-m6428	zma-MIR166_N3
xxx-m6466	zma-MIR_N21b
xxx-m6570	zma-MIR_N11b
xxx-m6590	zma-MIR_N4e
xxx-m6593	zma-MIR_N30a
xxx-m6637	zma-MIR_N2d
xxx-m6648	zma-MIR_N8c
xxx-m6668	zma-MIR_N31a
xxx-m6673	zma-MIR_N2e
xxx-m6798	zma-MIR172_N1
xxx-m6891	zma-MIR_N6e
xxx-m6993	zma-MIR_N29b
xxx-m7246	zma-MIR_N34a
xxx-m7337	zma-MIR_N4f
xxx-m7340	zma-MIR_N30b
xxx-m7368	zma-MIR_N2f
xxx-m7400	zma-MIR_N31b
xxx-m7401	zma-MIR_N2g
xxx-m7484	zma-MIR_N4g
xxx-m7494	zma-MIR_N32a
xxx-m7503	zma-MIR_N33a
xxx-m7504	zma-MIR_N33b
xxx-m7518	zma-MIR_N41a
xxx-m7522	zma-MIR_N8d
xxx-m7636	zma-MIR_N5d
xxx-m7641	zma-MIR_N5e
xxx-m7747	zma-MIR_N32b
xxx-m7828	zma-MIR399_N1
xxx-m7831	zma-MIR399_N2
xxx-m8220	zma-MIR_N4h
xxx-m8290	zma-MIR_N34b
xxx-m8520	zma-MIR_N28b
xxx-m8525	zma-MIR_N3i
xxx-m8601	zma-MIR_N37a
xxx-m8603	zma-MIR_N14c
xxx-m8907	zma-MIR396_N2
xxx-m8930	zma-MIR_N1j
xxx-m8932	zma-MIR_N24b
xxx-m8954	zma-MIR_N35a
