xxx-m9075	zma-MIR_N39a
xxx-m9254	zma-MIR_N2h
xxx-m9256	zma-MIR_N36a
xxx-m9281	zma-MIR_N7d
xxx-m9311	zma-MIR_N37b
xxx-m9399	zma-MIR_N38b
xxx-m9435	zma-MIR_N11c
xxx-m9511	zma-MIR_N15c
xxx-m9528	zma-MIR_N35b
xxx-m9670	zma-MIR_N39b
xxx-m9704	zma-MIR_N40a
xxx-m9705	zma-MIR_N40b
xxx-m9761	zma-MIR_N16a
xxx-m9763	zma-MIR_N16b
xxx-m9765	zma-MIR_N16c
xxx-m9819	zma-MIR_N9d
xxx-m9865	zma-MIR_N2i
xxx-m9868	zma-MIR_N36b
xxx-m9891	zma-MIR_N2j
xxx-m6963	zma-MIR156a
xxx-m8505	zma-MIR156d
xxx-m3136	zma-MIR156e
xxx-m4345	zma-MIR156f
xxx-m10363	zma-MIR156g
xxx-m0862	zma-MIR156h
xxx-m7045	zma-MIR156i
xxx-m10875	zma-MIR156j
xxx-m8736	zma-MIR156l
xxx-m11101	zma-MIR159a
xxx-m11113	zma-MIR159b
xxx-m5313	zma-MIR159c
xxx-m11172	zma-MIR159d
xxx-m5398	zma-MIR159f
xxx-m11109	zma-MIR159j
xxx-m11111	zma-MIR159k
xxx-m6667	zma-MIR160a
xxx-m8372	zma-MIR160b
xxx-m8941	zma-MIR160c
xxx-m2883	zma-MIR160d
xxx-m4598	zma-MIR160f
xxx-m9123	zma-MIR160g
xxx-m4510	zma-MIR164a
xxx-m9373	zma-MIR164c
xxx-m10575	zma-MIR164d
xxx-m6421	zma-MIR164f
xxx-m9916	zma-MIR164g
xxx-m9096	zma-MIR166a
xxx-m12401	zma-MIR166b
xxx-m2679	zma-MIR166b1
xxx-m6322	zma-MIR166c
xxx-m8293	zma-MIR166d
xxx-m8005	zma-MIR166e
xxx-m7482	zma-MIR166f
xxx-m1056	zma-MIR166g
xxx-m2845	zma-MIR166h
xxx-m1782	zma-MIR166i
xxx-m10393	zma-MIR166j
xxx-m8884	zma-MIR166k
xxx-m4850	zma-MIR166l
xxx-m4912	zma-MIR167a
xxx-m10624	zma-MIR167e
xxx-m5127	zma-MIR167f
xxx-m4913	zma-MIR167g
xxx-m9719	zma-MIR167h
xxx-m12472	zma-MIR167i
xxx-m1052	zma-MIR167j
xxx-m8465	zma-MIR168a
xxx-m7410	zma-MIR168b
xxx-m11629	zma-MIR169b
xxx-m3036	zma-MIR169c
xxx-m7896	zma-MIR169f
xxx-m6143	zma-MIR169h
xxx-m6138	zma-MIR169i
xxx-m3565	zma-MIR169j
xxx-m10428	zma-MIR169k
xxx-m4873	zma-MIR169m
xxx-m5293	zma-MIR169n
xxx-m6022	zma-MIR169o
xxx-m10814	zma-MIR169p
xxx-m11375	zma-MIR169q
xxx-m12986	zma-MIR169r
xxx-m0940	zma-MIR171b
xxx-m8919	zma-MIR171b1
xxx-m12524	zma-MIR171d
xxx-m1026	zma-MIR171e
xxx-m8223	zma-MIR171f
xxx-m3884	zma-MIR171h
xxx-m1916	zma-MIR171i
xxx-m0143	zma-MIR171j
xxx-m0903	zma-MIR171k
xxx-m1801	zma-MIR171l
xxx-m8286	zma-MIR171m
xxx-m12946	zma-MIR171n
xxx-m10723	zma-MIR172a
xxx-m8914	zma-MIR172b
xxx-m6396	zma-MIR172c
xxx-m9462	zma-MIR172d
xxx-m4988	zma-MIR172e
xxx-m0826	zma-MIR2118c
xxx-m5212	zma-MIR319a
xxx-m4610	zma-MIR319b
xxx-m11990	zma-MIR319c
xxx-m11706	zma-MIR319d
xxx-m1995	zma-MIR390a
xxx-m7442	zma-MIR390b
xxx-m2965	zma-MIR393a
xxx-m4682	zma-MIR393b
xxx-m0983	zma-MIR393c
xxx-m8019	zma-MIR394a
xxx-m6332	zma-MIR394b
xxx-m3819	zma-MIR395a
xxx-m3817	zma-MIR395b
xxx-m3813	zma-MIR395g
xxx-m6409	zma-MIR396a
xxx-m12755	zma-MIR396b
xxx-m3769	zma-MIR396c
xxx-m7170	zma-MIR396e
xxx-m8146	zma-MIR396f
xxx-m3487	zma-MIR398a
xxx-m10222	zma-MIR398b
xxx-m7355	zma-MIR399a
xxx-m6334	zma-MIR399b
xxx-m5116	zma-MIR399d
xxx-m3878	zma-MIR399e
xxx-m7826	zma-MIR399h
xxx-m7827	zma-MIR399i
xxx-m12803	zma-MIR399j
xxx-m5483	zma-MIR408a
xxx-m11730	zma-MIR408b
xxx-m2014	zma-MIR169l
xxx-m8786	zma-MIR_N41b
xxx-m1165	zma-MIR164e
xxx-m10019	zma-MIR399f
xxx-m0024	zma-MIR_N42a
xxx-m0064	zma-MIR_N43a
xxx-m0067	zma-MIR_N44a
xxx-m0083	zma-MIR_N45a
xxx-m0084	zma-MIR_N46a
xxx-m0133	zma-MIR_N47a
xxx-m0216	zma-MIR_N48a
xxx-m0547	zma-MIR_N49a
xxx-m0758	zma-MIR_N50a
xxx-m0780	zma-MIR_N51a
xxx-m0827	zma-MIR_N52a
xxx-m0889	zma-MIR_N53a
xxx-m10021	zma-MIR_N54a
xxx-m10054	zma-MIR_N55a
xxx-m10298	zma-MIR_N56a
xxx-m10305	zma-MIR_N57a
xxx-m10366	zma-MIR_N58a
xxx-m10450	zma-MIR_N59a
xxx-m10530	zma-MIR_N60a
xxx-m10667	zma-MIR_N61a
xxx-m10676	zma-MIR_N62a
xxx-m10717	zma-MIR_N63a
xxx-m10937	zma-MIR_N64a
xxx-m10940	zma-MIR_N65a
xxx-m1095	zma-MIR_N66a
xxx-m10994	zma-MIR_N67a
xxx-m1101	zma-MIR_N68a
xxx-m11136	zma-MIR_N69a
xxx-m11258	zma-MIR_N70a
xxx-m11261	zma-MIR_N71a
xxx-m1149	zma-MIR_N72a
xxx-m11532	zma-MIR_N73a
xxx-m11591	zma-MIR_N74a
xxx-m11609	zma-MIR_N75a
xxx-m11745	zma-MIR_N76a
xxx-m11848	zma-MIR_N77a
xxx-m11871	zma-MIR_N78a
xxx-m11906	zma-MIR_N79a
xxx-m11914	zma-MIR_N80a
xxx-m11979	zma-MIR_N81a
xxx-m11997	zma-MIR_N82a
xxx-m12151	zma-MIR_N83a
xxx-m12204	zma-MIR_N84a
xxx-m12303	zma-MIR_N85a
xxx-m12356	zma-MIR_N86a
xxx-m12359	zma-MIR_N87a
xxx-m12478	zma-MIR_N88a
xxx-m12516	zma-MIR_N89a
xxx-m12629	zma-MIR_N90a
xxx-m12630	zma-MIR_N91a
xxx-m12640	zma-MIR_N92a
xxx-m12736	zma-MIR_N93a
xxx-m12774	zma-MIR_N94a
xxx-m12842	zma-MIR_N95a
xxx-m12937	zma-MIR_N96a
xxx-m12944	zma-MIR_N97a
xxx-m13042	zma-MIR_N98a
xxx-m13076	zma-MIR_N99a
xxx-m13103	zma-MIR_N100a
xxx-m1312	zma-MIR_N101a
xxx-m13127	zma-MIR_N102a
xxx-m1435	zma-MIR_N103a
xxx-m1747	zma-MIR_N104a
xxx-m1758	zma-MIR_N105a
xxx-m1859	zma-MIR_N106a
xxx-m1872	zma-MIR_N107a
xxx-m1956	zma-MIR_N108a
xxx-m2015	zma-MIR_N109a
xxx-m2039	zma-MIR_N110a
xxx-m2254	zma-MIR_N111a
xxx-m2297	zma-MIR_N112a
xxx-m2380	zma-MIR_N113a
xxx-m2488	zma-MIR_N114a
xxx-m2512	zma-MIR_N115a
xxx-m2734	zma-MIR_N116a
xxx-m2869	zma-MIR_N117a
xxx-m2943	zma-MIR_N118a
xxx-m2973	zma-MIR_N119a
xxx-m3238	zma-MIR_N120a
xxx-m3285	zma-MIR_N121a
xxx-m3312	zma-MIR_N122a
xxx-m3325	zma-MIR_N123a
xxx-m3354	zma-MIR_N124a
xxx-m3398	zma-MIR_N125a
xxx-m3450	zma-MIR_N126a
xxx-m3543	zma-MIR_N127a
xxx-m3618	zma-MIR_N128a
xxx-m3669	zma-MIR_N129a
xxx-m3707	zma-MIR_N130a
xxx-m3879	zma-MIR_N131a
xxx-m3963	zma-MIR_N132a
xxx-m3965	zma-MIR_N133a
xxx-m4054	zma-MIR_N134a
xxx-m4066	zma-MIR_N135a
xxx-m4150	zma-MIR_N136a
xxx-m4171	zma-MIR_N137a
xxx-m4190	zma-MIR_N138a
xxx-m4242	zma-MIR_N139a
xxx-m4270	zma-MIR_N140a
xxx-m4306	zma-MIR_N141a
xxx-m4497	zma-MIR_N142a
xxx-m4584	zma-MIR_N143a
xxx-m4604	zma-MIR_N144a
xxx-m4758	zma-MIR_N145a
xxx-m4858	zma-MIR_N146a
xxx-m5228	zma-MIR_N147a
xxx-m5291	zma-MIR_N148a
xxx-m5304	zma-MIR_N149a
xxx-m5336	zma-MIR_N150a
xxx-m5409	zma-MIR_N151a
xxx-m5493	zma-MIR_N152a
xxx-m5519	zma-MIR_N153a
xxx-m5585	zma-MIR_N154a
xxx-m5624	zma-MIR_N155a
xxx-m5651	zma-MIR_N156a
xxx-m5673	zma-MIR_N157a
xxx-m5689	zma-MIR_N158a
xxx-m5696	zma-MIR_N159a
xxx-m5740	zma-MIR_N160a
xxx-m5764	zma-MIR_N161a
xxx-m5795	zma-MIR_N162a
xxx-m5840	zma-MIR_N163a
xxx-m5910	zma-MIR_N164a
xxx-m5969	zma-MIR_N165a
xxx-m6024	zma-MIR_N166a
xxx-m6079	zma-MIR_N167a
xxx-m6140	zma-MIR_N168a
xxx-m6238	zma-MIR_N169a
xxx-m6318	zma-MIR_N170a
xxx-m6367	zma-MIR_N171a
xxx-m6548	zma-MIR_N172a
xxx-m6635	zma-MIR_N173a
xxx-m6709	zma-MIR_N174a
xxx-m6755	zma-MIR_N175a
xxx-m6925	zma-MIR_N176a
xxx-m6939	zma-MIR_N177a
xxx-m7082	zma-MIR_N178a
xxx-m7153	zma-MIR_N179a
xxx-m7156	zma-MIR_N180a
xxx-m7243	zma-MIR_N181a
xxx-m7254	zma-MIR_N182a
xxx-m7259	zma-MIR_N183a
xxx-m7369	zma-MIR_N184a
xxx-m7530	zma-MIR_N185a
xxx-m7531	zma-MIR_N186a
xxx-m7533	zma-MIR_N187a
xxx-m7544	zma-MIR_N188a
xxx-m7782	zma-MIR_N189a
xxx-m7929	zma-MIR_N190a
xxx-m7989	zma-MIR_N191a
xxx-m8032	zma-MIR_N192a
xxx-m8040	zma-MIR_N193a
xxx-m8152	zma-MIR_N194a
xxx-m8292	zma-MIR_N195a
xxx-m8367	zma-MIR_N196a
xxx-m8374	zma-MIR_N197a
xxx-m8381	zma-MIR_N198a
xxx-m8404	zma-MIR_N199a
xxx-m8569	zma-MIR_N200a
xxx-m8657	zma-MIR_N201a
xxx-m8733	zma-MIR_N202a
xxx-m8804	zma-MIR_N203a
xxx-m8888	zma-MIR_N204a
xxx-m8933	zma-MIR_N205a
xxx-m8937	zma-MIR_N206a
xxx-m9108	zma-MIR_N207a
xxx-m9182	zma-MIR_N208a
xxx-m9205	zma-MIR_N209a
xxx-m9235	zma-MIR_N210a
xxx-m9294	zma-MIR_N211a
xxx-m9307	zma-MIR_N212a
xxx-m9317	zma-MIR_N213a
xxx-m9396	zma-MIR_N214a
xxx-m9586	zma-MIR_N215a
xxx-m9611	zma-MIR_N216a
xxx-m9805	zma-MIR_N217a
xxx-m10986	zma-MIR1432
xxx-m7955	zma-MIR162
xxx-m4744	zma-MIR169a
xxx-m3234	zma-MIR169g
xxx-m3023	zma-MIR171c
xxx-m10699	zma-MIR171g
xxx-m6084	zma-MIR2275a
xxx-m6085	zma-MIR2275b
xxx-m0164	zma-MIR2275c
xxx-m8481	zma-MIR397b
xxx-m9408	zma-MIR399c
xxx-m6623	zma-MIR399g
xxx-m13192	zma-MIR528b
xxx-m7890	zma-MIR529
xxx-m8666	zma-MIR827
